#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
744534	5566	5567	111553	111554	-	RP11-82H13.1	PRKACA	PRKACB	PKACA	PKA C-beta|PKACB	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.893	-	Denoised score >= 0.75	-	BIOGRID	P17612	A0A024R7J0	NP_001291278|NP_002721|NP_997401	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
828891	3320	5567	109552	111554	-	RP11-82H13.1	HSP90AA1	PRKACB	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PKA C-beta|PKACB	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829392	1457	5567	107841	111554	-	RP11-82H13.1	CSNK2A1	PRKACB	CK2A1|CKII|CSNK2A3	PKA C-beta|PKACB	Biochemical Activity	physical	Zhang M (2011)	PUBMED:22113938	9606	9606	High Throughput	-	Phosphorylation	-	-	BIOGRID	P68400	-	NP_808228|NP_001886|NP_001349700|NP_001349699|NP_808227	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891772	55738	5567	120856	111554	RP11-261N11.1	RP11-82H13.1	ARFGAP1	PRKACB	ARF1GAP|HRIHFB2281	PKA C-beta|PKACB	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8N6T3	Q53F62	NP_060679|NP_783202|NP_001268411|NP_001268413|NP_001268412	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891786	5567	6194	111554	112108	RP11-82H13.1	RP11-513M16.6	PRKACB	RPS6	PKA C-beta|PKACB	S6	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	P62753	A2A3R6	NP_001001	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892132	5567	6157	111554	112076	RP11-82H13.1	-	PRKACB	RPL27A	PKA C-beta|PKACB	L27A	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	P46776	-	NP_000981	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892848	91	5567	106606	111554	-	RP11-82H13.1	ACVR1B	PRKACB	ACTRIB|ACVRLK4|ALK4|SKR2	PKA C-beta|PKACB	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P36896	-	NP_064732|NP_004293|NP_064733	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
922396	5567	26128	111554	117567	RP11-82H13.1	-	PRKACB	KIAA1279	PKA C-beta|PKACB	KBP|TTC20	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	Q96EK5	-	NP_056449	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923877	10097	5567	115404	111554	-	RP11-82H13.1	ACTR2	PRKACB	ARP2	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P61160	-	NP_005713|NP_001005386	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923878	10096	5567	115403	111554	-	RP11-82H13.1	ACTR3	PRKACB	ARP3	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P61158	A0A024RAI1|B4DXW1	NP_001264069|NP_005712	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923879	10095	5567	115402	111554	-	RP11-82H13.1	ARPC1B	PRKACB	ARC41|p40-ARC|p41-ARC	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	O15143	A4D275	NP_005711	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923880	10109	5567	115415	111554	PRO2446	RP11-82H13.1	ARPC2	PRKACB	ARC34|PNAS-139|p34-Arc	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	O15144	Q53R19	NP_690601|NP_005722	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923881	10093	5567	115400	111554	-	RP11-82H13.1	ARPC4	PRKACB	ARC20|P20-ARC	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P59998	-	NP_001185709|NP_001020130|NP_005709|NP_001020131	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923882	5201	5567	111223	111554	-	RP11-82H13.1	PFDN1	PRKACB	PDF|PFD1	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60925	-	NP_002613	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923883	7341	5567	113188	111554	OK/SW-cl.43	RP11-82H13.1	SUMO1	PRKACB	DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	#LPPI|Likely protein-protein interaction	-	BIOGRID	P63165	A0A024R3Z2	NP_001358323|NP_001358322|NP_001358321|NP_001005782|NP_001005781|NP_003343	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923884	112858	5567	125211	111554	RP1-28H20.1	RP11-82H13.1	TP53RK	PRKACB	BUD32|C20orf64|Nori-2|Nori-2p|PRPK|dJ101A2	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96S44	-	NP_291028	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
923885	51002	5567	119210	111554	CGI-121	RP11-82H13.1	TPRKB	PRKACB	-	PKA C-beta|PKACB	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y3C4	-	NP_001317318|NP_001317320|NP_001317321|NP_001317317|NP_001317316|NP_001317315|NP_001317319|NP_057142	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
941059	5566	5567	111553	111554	-	RP11-82H13.1	PRKACA	PRKACB	PKACA	PKA C-beta|PKACB	Affinity Capture-MS	physical	Varjosalo M (2013)	PUBMED:23455922	9606	9606	High Throughput	-	-	exogenous expression of bait	-	BIOGRID	P17612	A0A024R7J0	NP_001291278|NP_002721|NP_997401	P22694	B7ZA00|B2RB89|B1APF9|B1APG3|A0A087WVC4|A0A087WVV9	NP_001362508|NP_001362509|NP_001229786|NP_001229787|NP_001362502|NP_001362503|NP_001362500|NP_001229789|NP_001362506|NP_001362507|NP_001362504|NP_001362505|NP_001362501|NP_001362498|NP_891993|NP_001362490|NP_001362491|NP_001362492|NP_001362493|NP_001287845|NP_001287844|NP_001287846|NP_002722|NP_001229791|NP_001229790|NP_001229788|NP_001362510|NP_001362494|NP_001362489|NP_997461	BTO:0000007	HEK-293 cell	cell line	CL:0000066	epithelial cell	-	Homo sapiens	Homo sapiens
