#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
914782	57520	378	121581	106873	-	-	HECW2	ARF4	NEDL2	ARF2	Affinity Capture-MS	physical	Lu L (2013)	PUBMED:24163370	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9P2P5	-	NP_001335697|NP_065811	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
936075	142686	378	126775	106873	-	-	ASB14	ARF4	-	ARF2	Affinity Capture-MS	physical	Andresen CA (2014)	PUBMED:24337577	9606	9606	High Throughput	-	-	-	-	BIOGRID	A6NK59	-	NP_569058|NP_001136205	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
936120	127247	378	126044	106873	-	-	ASB17	ARF4	Asb-17	ARF2	Affinity Capture-MS	physical	Andresen CA (2014)	PUBMED:24337577	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8WXJ9	-	NP_543144	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
942265	154	378	106663	106873	-	-	ADRB2	ARF4	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	ARF2	PCA	physical	Kittanakom S (2014)	PUBMED:24561123	9606	9606	High Throughput	-	-	MYTH split-ubiquitin system	-	BIOGRID	P07550	-	NP_000015	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950315	6780	378	112657	106873	RP3-470L14.2	-	STAU1	ARF4	PPP1R150|STAU	ARF2	Affinity Capture-MS	physical	Milev MP (2012)	PUBMED:23125841	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95793	B3KRE0|Q6PJX3	NP_059347|NP_059346|NP_001306063|NP_059348|NP_001309858|NP_001032405|NP_001306064|NP_001309862|NP_001309859|NP_004593|NP_001309857|NP_001309856|NP_001309860|NP_001309861	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1037033	378	27111	106873	118007	-	-	ARF4	SDCBP2	ARF2	SITAC|SITAC18|ST-2	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	P18085	-	NP_001651	Q9H190	-	NP_001186713|NP_056500|NP_536737	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1256353	85451	378	124536	106873	-	-	UNK	ARF4	ZC3H5|ZC3HDC5	ARF2	Affinity Capture-RNA	physical	Murn J (2015)	PUBMED:25737280	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9C0B0	A0A024R8N4	NP_001073888	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258039	378	34	106873	106552	-	RP4-682C21.1	ARF4	ACADM	ARF2	ACAD1|MCAD|MCADH	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.201649931	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	P11310	Q5HYG7|B4DJE7|Q5T4U5|B7Z9I1	NP_001272971|NP_001272973|NP_001272972|NP_001120800|NP_000007	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258702	375	378	106870	106873	-	-	ARF1	ARF4	-	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.899224068	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P84077	A0A024R3Q3	NP_001019398|NP_001019397|NP_001649|NP_001019399	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258703	1072	378	107499	106873	-	-	CFL1	ARF4	CFL|HEL-S-15	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.087960698	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P23528	V9HWI5	NP_005498	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258704	26528	378	117730	106873	-	-	DAZAP1	ARF4	-	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.199261475	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q96EP5	K7EQ55|K7EK33	NP_001338963|NP_001338964|NP_733829|NP_001338962|NP_061832	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258705	2108	378	108409	106873	-	-	ETFA	ARF4	EMA|GA2|MADD	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.346174047	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P13804	-	NP_001121188|NP_000117	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258706	3939	378	110131	106873	PIG19	-	LDHA	ARF4	GSD11|HEL-S-133P|LDH1|LDHM	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.332581192	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P00338	V9HWB9	NP_001158886|NP_001158887|NP_001158888|NP_005557|NP_001128711	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258707	160287	378	127750	106873	-	-	LDHAL6A	ARF4	LDH6A	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.071759245	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q6ZMR3	-	NP_659409|NP_001137543	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258708	92483	378	124950	106873	-	-	LDHAL6B	ARF4	LDH6B|LDHAL6|LDHL	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.141417627	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q9BYZ2	-	NP_149972	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258709	3945	378	110137	106873	-	-	LDHB	ARF4	HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.19293944	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P07195	Q5U077	NP_001302466|NP_002291|NP_001167568	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258710	3948	378	110140	106873	-	-	LDHC	ARF4	CT32|LDH3|LDHX	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.130523047	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P07864	-	NP_002292|NP_059144	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258711	4507	378	110611	106873	-	-	MTAP	ARF4	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.131713885	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q13126	-	NP_002442	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258712	706	378	107168	106873	RP3-526I14.4	-	TSPO	ARF4	BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.099595294	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P30536	O76068	NP_000705|NP_001243459|NP_001243460	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258713	9218	378	114651	106873	-	-	VAPA	ARF4	VAP-33|VAP-A|VAP33|hVAP-33	ARF2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.076896148	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q9P0L0	-	NP_919415|NP_003565	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1262300	378	8880	106873	114399	-	-	ARF4	FUBP1	ARF2	FBP|FUBP	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.105050715	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	Q96AE4	B4DT31	NP_001362986|NP_003893|NP_001290362|NP_001362985|NP_001362984	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1262312	378	8939	106873	114451	-	RP11-57C19.3	ARF4	FUBP3	ARF2	FBP3	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.070271498	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	Q96I24	A0A024R8A7	NP_003925	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1262600	378	10399	106873	115671	-	HLC7	ARF4	GNB2L1	ARF2	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.102579692	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	P63244	E9KL35	NP_006089	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1263551	378	3417	106873	109643	-	-	ARF4	IDH1	ARF2	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.118166741	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	O75874	V9HWJ2	NP_001269315|NP_001269316|NP_005887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1264123	378	3956	106873	110147	-	-	ARF4	LGALS1	ARF2	GAL1|GBP	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.094052467	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	P09382	-	NP_002296	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1266246	378	5094	106873	111127	-	-	ARF4	PCBP2	ARF2	HNRNPE2|HNRPE2|hnRNP-E2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.277525953	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	Q15366	-	NP_001122383|NP_001122386|NP_001122384|NP_001122385|NP_001092090|NP_005007|NP_114366	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1267531	378	29968	106873	119001	-	-	ARF4	PSAT1	ARF2	EPIP|NLS2|PSA|PSAT|PSATD	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.280703512	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	Q9Y617	A0A024R280|A0A024R222	NP_478059|NP_066977	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1273951	378	7334	106873	113182	-	-	ARF4	UBE2N	ARF2	HEL-S-71|UBC13|UBCHBEN; UBC13|UbcH-ben|UbcH13	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.071147353	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P18085	-	NP_001651	P61088	V9HW41	NP_003339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1420156	5728	378	111700	106873	-	-	PTEN	ARF4	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	ARF2	Reconstituted Complex	physical	Verrastro I (2015)	PUBMED:26561776	9606	9606	High Throughput	-	-	-	-	BIOGRID	P60484	F6KD01	NP_001291646|NP_000305	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1428089	9477	378	114862	106873	RP5-973N23.1	-	MED20	ARF4	PRO0213|TRFP	ARF2	Affinity Capture-MS	physical	Lambert JP (2015)	PUBMED:25281560	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H944	-	NP_001292386|NP_001292384|NP_001292385|NP_004266	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1511305	4171	378	110339	106873	-	-	MCM2	ARF4	BM28|CCNL1|CDCL1|D3S3194|MITOTIN|cdc19	ARF2	Affinity Capture-MS	physical	Drissi R (2015)	PUBMED:25963833	9606	9606	High Throughput	-	-	-	-	BIOGRID	P49736	-	NP_004517	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1514619	988	378	107424	106873	RP1-319D22.1	-	CDC5L	ARF4	CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1	ARF2	Affinity Capture-MS	physical	Lleres D (2010)	PUBMED:20467437	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q99459	-	NP_001244	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2205924	79577	378	122724	106873	-	-	CDC73	ARF4	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	ARF2	Affinity Capture-MS	physical	Herr P (2015)	PUBMED:27462432	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q6P1J9	-	NP_078805	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2215682	56940	378	121264	106873	RP11-328C17.1	-	DUSP22	ARF4	JKAP|JSP-1|JSP1|LMW-DSP2|LMWDSP2|MKP-x|MKPX|VHX	ARF2	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	Q9NRW4	-	NP_001273484|NP_064570	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2296105	5770	378	111736	106873	-	-	PTPN1	ARF4	PTP1B	ARF2	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	P18031	A8K3M3|B4DSN5	NP_002818|NP_001265547	P18085	-	NP_001651	-	-	-	-	-	-	Homo sapiens	Homo sapiens
