#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
423150	9817	4085	115156	110260	-	-	KEAP1	MAD2L1	INrf2|KLHL19	HSMAD2|MAD2	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	1.44	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13257	-	NP_002349	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423157	9817	4150	115156	110320	-	-	KEAP1	MAZ	INrf2|KLHL19	PUR1|Pur-1|SAF-1|SAF-2|SAF-3|ZF87|ZNF801|Zif87	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	2.04	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	P56270	Q59GP8	NP_002374|NP_001263205|NP_001263204|NP_001036004	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423212	9817	5198	115156	111221	-	-	KEAP1	PFAS	INrf2|KLHL19	FGAMS|FGAR-AT|FGARAT|PURL	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	1.92	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	O15067	A8K9T9|Q6P4B4	NP_036525	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423561	9817	8878	115156	114397	-	-	KEAP1	SQSTM1	INrf2|KLHL19	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	6.12	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13501	-	NP_003891|NP_001135771|NP_001135770	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423671	9817	9748	115156	115096	-	-	KEAP1	SLK	INrf2|KLHL19	LOSK|STK2|bA16H23.1|se20-9	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	21.2	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q9H2G2	-	NP_001291672|NP_055535	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423675	54764	9817	120139	115156	RP11-298J20.4	-	ZRANB1	KEAP1	TRABID	INrf2|KLHL19	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	3.76	-	exogenous expression of bait	-	BIOGRID	Q9UGI0	-	NP_060050	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423676	8237	9817	113866	115156	RP4-659F15.2	-	USP11	KEAP1	UHX1	INrf2|KLHL19	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	1.63	-	exogenous expression of bait	-	BIOGRID	P51784	B4DGK3	NP_004642|NP_001358001	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423677	8945	9817	114457	115156	RP11-529I10.2	-	BTRC	KEAP1	BETA-TRCP|FBW1A|FBXW1|FBXW1A|FWD1|bTrCP|bTrCP1|betaTrCP	INrf2|KLHL19	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	1.87	-	exogenous expression of bait	-	BIOGRID	Q9Y297	B2R8L3|B7Z3H4|Q68DS0	NP_003930|NP_378663|NP_001243785	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423678	114884	9817	125385	115156	-	-	OSBPL10	KEAP1	ORP10|OSBP9	INrf2|KLHL19	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	4.25	-	exogenous expression of bait	-	BIOGRID	Q9BXB5	Q9NX98	NP_060254|NP_001167531	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423837	9817	22820	115156	116496	-	-	KEAP1	COPG1	INrf2|KLHL19	COPG	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	2.04	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q9Y678	-	NP_057212	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423855	9817	23078	115156	116710	-	RP11-125A7.3	KEAP1	VWA8	INrf2|KLHL19	KIAA0564	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	20.8	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	A3KMH1	-	NP_055873|NP_001009814	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424039	9817	51608	115156	119636	-	CGI-20	KEAP1	GET4	INrf2|KLHL19	C7orf20|CEE|TRC35	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	2.36	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q7L5D6	-	NP_057033	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424081	9817	54958	115156	120296	-	-	KEAP1	TMEM160	INrf2|KLHL19	-	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	4.08	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q9NX00	-	NP_060324	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424229	9817	64855	115156	122328	-	RP11-356B19.6	KEAP1	FAM129B	INrf2|KLHL19	C9orf88|MEG-3|MINERVA|OC58|bA356B19.6	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	9.99	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q96TA1	A0A024R872	NP_001030611|NP_073744	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424258	9817	79892	115156	122976	-	-	KEAP1	MCMBP	INrf2|KLHL19	C10orf119|MCM-BP	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	6.38	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q9BTE3	-	NP_001243307|NP_079110|NP_001243308	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424282	9817	81628	115156	123563	-	-	KEAP1	TSC22D4	INrf2|KLHL19	THG-1|THG1|TILZ2	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	7.07	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q9Y3Q8	-	NP_001289972|NP_112197	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424389	9817	129831	115156	126210	-	-	KEAP1	RBM45	INrf2|KLHL19	DRB1	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	4.71	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q8IUH3	-	NP_694453	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424411	9817	163786	115156	127880	-	-	KEAP1	SASS6	INrf2|KLHL19	SAS-6|SAS6	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	11.54	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q6UVJ0	-	NP_919268	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
424418	9817	192111	115156	128154	-	-	KEAP1	PGAM5	INrf2|KLHL19	BXLBV68	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	1.27	-	exogenous expression of bait	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q96HS1	-	NP_612642|NP_001164014|NP_001164015	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
425344	9817	4780	115156	110852	-	-	KEAP1	NFE2L2	INrf2|KLHL19	NRF2	Affinity Capture-Western	physical	Tanigawa S (2007)	PUBMED:17462537	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
425345	4780	9817	110852	115156	-	-	NFE2L2	KEAP1	NRF2	INrf2|KLHL19	Affinity Capture-Western	physical	Tanigawa S (2007)	PUBMED:17462537	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
425498	8452	9817	114030	115156	-	-	CUL3	KEAP1	CUL-3|PHA2E	INrf2|KLHL19	Affinity Capture-Western	physical	Chew EH (2007)	PUBMED:17439941	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
425566	9817	8237	115156	113866	-	RP4-659F15.2	KEAP1	USP11	INrf2|KLHL19	UHX1	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	Low Throughput	-	-	exogenous expression of bait|reciprocal IP-MS experiment	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	P51784	B4DGK3	NP_004642|NP_001358001	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
425582	9817	8237	115156	113866	-	RP4-659F15.2	KEAP1	USP11	INrf2|KLHL19	UHX1	Affinity Capture-Western	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	Low Throughput	-	-	exogenous expression of bait|reciprocal IP-MS experiment	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	P51784	B4DGK3	NP_004642|NP_001358001	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
425740	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Chew EH (2007)	PUBMED:17439941	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
425741	9817	2551	115156	108826	-	-	KEAP1	GABPA	INrf2|KLHL19	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	Affinity Capture-Western	physical	Chew EH (2007)	PUBMED:17439941	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q06546	A8IE48|Q8IYS3	NP_001184226|NP_002031	-	-	-	-	-	-	Homo sapiens	Homo sapiens
428532	192111	9817	128154	115156	-	-	PGAM5	KEAP1	BXLBV68	INrf2|KLHL19	Affinity Capture-Western	physical	Lo SC (2006)	PUBMED:17046835	9606	9606	Low Throughput	-	-	not confirmed human	-	BIOGRID	Q96HS1	-	NP_612642|NP_001164014|NP_001164015	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
428534	9817	192111	115156	128154	-	-	KEAP1	PGAM5	INrf2|KLHL19	BXLBV68	Affinity Capture-Western	physical	Lo SC (2006)	PUBMED:17046835	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q96HS1	-	NP_612642|NP_001164014|NP_001164015	-	-	-	-	-	-	Homo sapiens	Homo sapiens
446168	11337	9817	116465	115156	HT004	-	GABARAP	KEAP1	ATG8A|GABARAP-a|MM46	INrf2|KLHL19	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	O95166	Q6IAW1	NP_009209	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
446194	23710	9817	117223	115156	-	-	GABARAPL1	KEAP1	APG8-LIKE|APG8L|ATG8|ATG8B|ATG8L|GEC1	INrf2|KLHL19	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	Q9H0R8	A0A024RAP5	NP_113600|NP_001350527	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
446215	11345	9817	116473	115156	-	-	GABARAPL2	KEAP1	ATG8|ATG8C|GATE-16|GATE16|GEF-2|GEF2	INrf2|KLHL19	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	P60520	-	NP_009216	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
446306	84557	9817	124137	115156	RP11-346K17.1	-	MAP1LC3A	KEAP1	ATG8E|LC3|LC3A|MAP1ALC3|MAP1BLC3	INrf2|KLHL19	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	Q9H492	-	NP_115903|NP_852610	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
446336	81631	9817	123565	115156	-	-	MAP1LC3B	KEAP1	ATG8F|LC3B|MAP1A/1BLC3|MAP1LC3B-a	INrf2|KLHL19	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	Q9GZQ8	Q658J6	NP_073729	Q14145	A0A024R7C0	NP_036421|NP_987096	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
465280	9817	4780	115156	110852	-	-	KEAP1	NFE2L2	INrf2|KLHL19	NRF2	Affinity Capture-Western	physical	Hong F (2005)	PUBMED:15985429	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465282	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang DD (2005)	PUBMED:15983046	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465283	9817	9978	115156	115301	-	RP11-554C12.1	KEAP1	RBX1	INrf2|KLHL19	BA554C12.1|RNF75|ROC1	Affinity Capture-Western	physical	Zhang DD (2005)	PUBMED:15983046	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	P62877	-	NP_055063	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470932	4780	9817	110852	115156	-	-	NFE2L2	KEAP1	NRF2	INrf2|KLHL19	Affinity Capture-Western	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470933	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470934	9817	4780	115156	110852	-	-	KEAP1	NFE2L2	INrf2|KLHL19	NRF2	Reconstituted Complex	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470935	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Reconstituted Complex	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470937	8452	9817	114030	115156	-	-	CUL3	KEAP1	CUL-3|PHA2E	INrf2|KLHL19	Affinity Capture-Western	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470950	9817	8453	115156	114031	-	RP11-297A16.3	KEAP1	CUL2	INrf2|KLHL19	-	Affinity Capture-Western	physical	Zhang DD (2004)	PUBMED:15572695	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13617	-	NP_001311304|NP_001311305|NP_001185708|NP_001185707|NP_001185706|NP_003582	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470951	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang DD (2004)	PUBMED:15572695	9606	9606	Low Throughput	-	-	Figure 3	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
477819	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Cullinan SB (2004)	PUBMED:15367669	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
